,title,cast,director,keywords,genres
2558,Drive,"['Ryan Gosling', 'Carey Mulligan', 'Bryan Cranston']",Nicolas Winding Refn,"['stuntman', 'blood splatter', 'independent film']","['Drama', 'Action', 'Thriller']"
2559,Confessions of a Teenage Drama Queen,"['Lindsay Lohan', 'Adam Garcia', 'Glenne Headly']",Sara Sugarman,"['rock star', 'spotlight', 'high school']",['Comedy']
2560,The Object of My Affection,"['Jennifer Aniston', 'Paul Rudd', 'Hayden Panettiere']",Nicholas Hytner,"['blind date', 'love', 'falling in love']","['Comedy', 'Drama', 'Romance']"
2561,28 Weeks Later,"['Imogen Poots', 'Robert Carlyle', 'Rose Byrne']",Juan Carlos Fresnadillo,"['london england', 'loss of mother', 'loss of family']","['Horror', 'Thriller', 'Science Fiction']"
2562,When the Game Stands Tall,"['Jim Caviezel', 'Michael Chiklis', 'Laura Dern']",Thomas Carter,"['american football', 'sport', 'high school sports']",['Drama']
2563,Because of Winn-Dixie,"['Jeff Daniels', 'AnnaSophia Robb', 'Cicely Tyson']",Wayne Wang,[],"['Comedy', 'Drama', 'Family']"
2564,Love & Basketball,"['Chris Warren, Jr.', 'Kyla Pratt', 'Sanaa Lathan']",Gina Prince-Bythewood,"['lovers', 'affection', 'sport']","['Action', 'Comedy', 'Drama']"
2565,Grosse Pointe Blank,"['John Cusack', 'Minnie Driver', 'Dan Aykroyd']",George Armitage,"['mission of murder', 'school party', 'high school reunion']","['Action', 'Comedy', 'Thriller']"
2566,All About Steve,"['Sandra Bullock', 'Thomas Haden Church', 'Bradley Cooper']",Phil Traill,"['blind date', 'eccentric', 'aftercreditsstinger']",['Comedy']
2567,Book of Shadows: Blair Witch 2,"['Kim Director', 'Jeffrey Donovan', 'Erica Leerhsen']",Joe Berlinger,"['witch', 'video', 'forest']","['Mystery', 'Thriller', 'Horror']"
2568,The Craft,"['Robin Tunney', 'Fairuza Balk', 'Neve Campbell']",Andrew Fleming,"['witch', 'suicide attempt', 'puberty']","['Drama', 'Fantasy', 'Horror']"
2569,Match Point,"['Jonathan Rhys Meyers', 'Scarlett Johansson', 'Emily Mortimer']",Woody Allen,"['love triangle', 'london england', 'upper class']","['Drama', 'Thriller', 'Crime']"
2570,Ramona and Beezus,"['Joey King', 'Selena Gomez', 'John Corbett']",Elizabeth Allen Rosenbaum,"['sister sister relationship', 'mother daughter relationship', 'aunt niece relationship']","['Comedy', 'Family']"
2571,The Remains of the Day,"['Anthony Hopkins', 'Emma Thompson', 'James Fox']",James Ivory,"['newspaper', 'butler', 'country house']","['Drama', 'Romance']"
2572,Boogie Nights,"['Mark Wahlberg', 'Burt Reynolds', 'John C. Reilly']",Paul Thomas Anderson,"['pornography', 'sex', 'porn actor']",['Drama']
2573,Nowhere to Run,"['Jean-Claude Van Damme', 'Rosanna Arquette', 'Kieran Culkin']",Robert Harmon,"['prisoner', 'fight', 'liberation']","['Action', 'Adventure', 'Drama']"
2574,Flicka,"['Tim McGraw', 'Maria Bello', 'Armie Hammer']",Michael Mayer,['horse'],['Drama']
2575,The Hills Have Eyes 2,"['Michael Bailey Smith', 'Archie Kao', 'Jay Acovone']",Martin Weisz,"['new mexico', 'mutant', 'assault']","['Horror', 'Thriller']"
2576,Urban Legends: Final Cut,"['Jennifer Morrison', 'Matthew Davis', 'Loretta Devine']",John Ottman,"['film making', 'high school', 'sequel']",['Horror']
2577,Tuck Everlasting,"['Alexis Bledel', 'William Hurt', 'Sissy Spacek']",Jay Russell,[],"['Fantasy', 'Drama', 'Science Fiction']"
2578,The Marine,"['John Cena', 'Kelly Carlson', 'Robert Patrick']",John Bonito,"['gangster boss', 'wife', 'war']","['Action', 'Adventure', 'Drama']"
2579,Keanu,"['Jordan Peele', 'Keegan-Michael Key', 'Tiffany Haddish']",Peter Atencio,"['hitman', 'strip club', 'african american']","['Action', 'Comedy']"
2580,Country Strong,"['Gwyneth Paltrow', 'Garrett Hedlund', 'Tim McGraw']",Shana Feste,"['suicide', 'alcohol', 'adultery']","['Drama', 'Romance']"
2581,Disturbing Behavior,"['James Marsden', 'Katie Holmes', 'Nick Stahl']",David Nutter,"['suicide', 'sex', 'island']","['Mystery', 'Horror', 'Science Fiction']"
2582,The Place Beyond the Pines,"['Ryan Gosling', 'Bradley Cooper', 'Eva Mendes']",Derek Cianfrance,"['corruption', 'father son relationship', 'carnival']","['Drama', 'Crime']"
2583,The November Man,"['Pierce Brosnan', 'Luke Bracey', 'Olga Kurylenko']",Roger Donaldson,"['cia', 'retired', 'agent']","['Crime', 'Action', 'Thriller']"
2584,Eye of the Beholder,"['Ewan McGregor', 'Ashley Judd', 'Patrick Bergin']",Stephan Elliott,"['beautiful woman', 'serial killer', 'secret service']","['Drama', 'Mystery', 'Thriller']"
2585,The Hurt Locker,"['Jeremy Renner', 'Anthony Mackie', 'Brian Geraghty']",Kathryn Bigelow,"['sniper', 'explosive', 'loyalty']","['Drama', 'Thriller', 'War']"
2586,Firestarter,"['David Keith', 'Drew Barrymore', 'Freddie Jones']",Mark L. Lester,"['fire', 'telepathy', 'intelligence']","['Fantasy', 'Drama', 'Horror']"
2587,Killing Them Softly,"['Brad Pitt', 'Scoot McNairy', 'Ben Mendelsohn']",Andrew Dominik,"['poker', 'gambling', 'robbery']","['Crime', 'Thriller']"
2588,A Most Wanted Man,"['Philip Seymour Hoffman', 'Rachel McAdams', 'Robin Wright']",Anton Corbijn,"['terror', 'muslim', 'intelligence']",['Thriller']
2589,Freddy Got Fingered,"['Tom Green', 'Rip Torn', 'Marisa Coughlan']",Tom Green,"['wheelchair', 'slacker', 'sausage']",['Comedy']
2590,VeggieTales: The Pirates Who Don't Do Anything,"['Phil Vischer', 'Mike Nawrocki', 'Cam Clarke']",Mike Nawrocki,"['brother brother relationship', 'hostage', 'vegetable']","['Adventure', 'Animation', 'Comedy']"
2591,U2 3D,"['Bono', 'The Edge', 'Adam Clayton']",Mark Pellington,[],"['Music', 'Documentary']"
2592,Highlander: Endgame,"['Christopher Lambert', 'Bruce Payne', 'Adrian Paul']",Douglas Aarniokoski,"['loss of lover', 'antiquary', 'loss of powers']","['Action', 'Fantasy', 'Science Fiction']"
2593,Idlewild,"['André Benjamin', 'Paula Patton', 'Terrence Howard']",Bryan Barber,"['mortician', 'tied to chair', 'song and dance']","['Crime', 'Drama', 'Music']"
2594,One Day,"['Anne Hathaway', 'Jim Sturgess', 'Patricia Clarkson']",Lone Scherfig,"['based on novel', 'comedian', 'job']","['Drama', 'Romance']"
2595,Whip It,"['Ellen Page', 'Alia Shawkat', 'Kristen Wiig']",Drew Barrymore,"['sport', 'roller derby', 'duringcreditsstinger']",['Drama']
2596,Knockaround Guys,"['Barry Pepper', 'Andy Davoli', 'Seth Green']",Brian Koppelman,"['montana', 'sheriff', 'pile of dead bodies']","['Crime', 'Thriller']"
2597,Confidence,"['Edward Burns', 'Rachel Weisz', 'Morris Chestnut']",James Foley,"['grifter', 'con', 'big con']","['Action', 'Comedy', 'Thriller']"
2598,The Muse,"['Albert Brooks', 'Sharon Stone', 'Andie MacDowell']",Albert Brooks,"['screenwriter', 'muse']","['Fantasy', 'Comedy']"
2599,De-Lovely,"['Kevin Kline', 'Ashley Judd', 'Jonathan Pryce']",Irwin Winkler,"['musical', 'biography', 'hollywood']","['Drama', 'Music']"
2600,New York Stories,"['Woody Allen', 'Marvin Chatinover', 'Mae Questel']",Francis Ford Coppola,"['new york', 'mother', 'hotel']","['Comedy', 'Drama', 'Romance']"
2601,Barney's Great Adventure,[],Steve Gomer,[],['Family']
2602,The Man with the Iron Fists,"['Russell Crowe', 'Lucy Liu', 'Jamie Chung']",RZA,"['blacksmith', 'brothel', 'femme fatale']",['Action']
2603,Home Fries,"['Drew Barrymore', ""Catherine O'Hara"", 'Luke Wilson']",Dean Parisot,"['waitress', 'infidelity', 'planned murder']","['Drama', 'Comedy', 'Romance']"
2604,Here On Earth,"['Leelee Sobieski', 'Chris Klein', 'Josh Hartnett']",Mark Piznarski,"['car race', 'private school', 'diner']",['Romance']
2605,Brazil,"['Jonathan Pryce', 'Robert De Niro', 'Katherine Helmond']",Terry Gilliam,"['bureaucracy', 'police state', 'terror']","['Comedy', 'Science Fiction']"
2606,Raise Your Voice,"['Hilary Duff', 'Oliver James', 'David Keith']",Sean McNamara,"['music', ""life's dream"", 'aspiring singer']","['Music', 'Drama', 'Romance']"
2607,The Big Lebowski,"['Jeff Bridges', 'John Goodman', 'Julianne Moore']",Joel Coen,"['white russian', 'dude', 'bowling']","['Comedy', 'Crime']"
2608,Black Snake Moan,"['Samuel L. Jackson', 'Christina Ricci', 'Justin Timberlake']",Craig Brewer,"['southern usa', 'blues', 'military service']",['Drama']
2609,Dark Blue,"['Kurt Russell', 'Scott Speedman', 'Michael Michele']",Ron Shelton,"['corruption', 'police brutality', 'riot']","['Action', 'Crime', 'Drama']"
2610,A Mighty Heart,"['Angelina Jolie', 'Dan Futterman', 'Irrfan Khan']",Michael Winterbottom,"['terror', 'journalism', 'new love']","['Drama', 'Thriller']"
2611,Whatever It Takes,"[""Jodi Lyn O'Keefe"", 'Shane West', 'Marla Sokoloff']",David Raynr,[],"['Drama', 'Comedy', 'Romance']"
2612,Boat Trip,"['Cuba Gooding Jr.', 'Horatio Sanz', 'Roselyn Sánchez']",Mort Nathan,"['gay', 'bikini', 'cruise ship']",['Comedy']
2613,The Importance of Being Earnest,"['Rupert Everett', 'Colin Firth', 'Reese Witherspoon']",Oliver Parker,"['new love', 'country estate', 'country house']","['Comedy', 'Drama', 'History']"
2614,The Love Letter,"['Campbell Scott', 'Jennifer Jason Leigh', 'David Dukes']",Dan Curtis,[],"['Comedy', 'Drama', 'Fantasy']"
2615,Hoot,"['Luke Wilson', 'Logan Lerman', 'Brie Larson']",Wil Shriner,"['owl', 'teenager', 'animal protection']","['Drama', 'Family']"
2616,In Bruges,"['Colin Farrell', 'Brendan Gleeson', 'Ralph Fiennes']",Martin McDonagh,"['bruges belgium', 'town square', 'vietnamese']","['Comedy', 'Drama', 'Crime']"
2617,Peeples,"['Craig Robinson', 'Kerry Washington', 'David Alan Grier']",Tina Gordon Chism,"['duringcreditsstinger', 'woman director']",['Comedy']
2618,The Rocker,"['Rainn Wilson', 'Josh Gad', 'Christina Applegate']",Peter Cattaneo,"['1970s', 'drums', 'groupie']","['Comedy', 'Music']"
2619,Post Grad,"['Alexis Bledel', 'Zach Gilford', 'Rodrigo Santoro']",Vicky Jenson,"['career', 'family', 'unemployment']",['Comedy']
2620,Promised Land,"['Matt Damon', 'John Krasinski', 'Frances McDormand']",Gus Van Sant,"['small town', 'campaign', 'salesman']",['Drama']
2621,Whatever Works,"['Larry David', 'Evan Rachel Wood', 'Adam Brooks']",Woody Allen,"['love at first sight', 'runaway', 'age difference']","['Comedy', 'Romance']"
2622,The In Crowd,"['Susan Ward', 'Lori Heuring', 'Matthew Settle']",Mary Lambert,['woman director'],['Thriller']
2623,The Three Burials of Melquiades Estrada,"['Tommy Lee Jones', 'Barry Pepper', 'Dwight Yoakam']",Tommy Lee Jones,"['border patrol', 'united states–mexico barrier', 'promise']","['Adventure', 'Crime', 'Drama']"
2624,Jakob the Liar,"['Robin Williams', 'Armin Mueller-Stahl', 'Hannah Taylor-Gordon']",Peter Kassovitz,"['jewry', 'schutzstaffel', 'jewish life']","['Comedy', 'Drama', 'History']"
2625,Kiss Kiss Bang Bang,"['Robert Downey Jr.', 'Val Kilmer', 'Michelle Monaghan']",Shane Black,"['detective', 'loser', 'custody battle']","['Action', 'Comedy', 'Crime']"
2626,Idle Hands,"['Devon Sawa', 'Seth Green', 'Jessica Alba']",Rodman Flender,"['teenager', 'attic', 'knitting needle']","['Thriller', 'Comedy', 'Horror']"
2627,Mulholland Drive,"['Naomi Watts', 'Laura Harring', 'Ann Miller']",David Lynch,"['schizophrenia', 'identity', 'amnesia']","['Thriller', 'Drama', 'Mystery']"
2628,Blood and Chocolate,"['Agnes Bruckner', 'Hugh Dancy', 'Katja Riemann']",Katja von Garnier,"['chocolate', 'werewolf', 'woman director']","['Drama', 'Fantasy', 'Horror']"
2629,You Will Meet a Tall Dark Stranger,"['Gemma Jones', 'Anthony Hopkins', 'Naomi Watts']",Woody Allen,[],"['Comedy', 'Drama', 'Romance']"
2630,Never Let Me Go,"['Carey Mulligan', 'Andrew Garfield', 'Keira Knightley']",Mark Romanek,"['soul', 'based on novel', 'sadness']","['Drama', 'Romance', 'Science Fiction']"
2631,The Company,"[""Chris O'Donnell"", 'Alfred Molina', 'Michael Keaton']",Mikael Salomon,['miniseries'],['Drama']
2632,Transsiberian,"['Woody Harrelson', 'Emily Mortimer', 'Kate Mara']",Brad Anderson,"['china', 'married couple', 'backpacker']","['Thriller', 'Crime', 'Mystery']"
2633,The Clan of the Cave Bear,"['Daryl Hannah', 'Pamela Reed', 'James Remar']",Michael Chapman,"['stone age', 'tribe', 'cavemen']","['Adventure', 'Drama']"
2634,Crazy in Alabama,"['Melanie Griffith', 'David Morse', 'Lucas Black']",Antonio Banderas,[],"['Comedy', 'Drama']"
2635,Funny Games,"['Naomi Watts', 'Tim Roth', 'Michael Pitt']",Michael Haneke,"['brother brother relationship', 'boat', 'psychopath']","['Horror', 'Thriller', 'Crime']"
2636,Listening,"['Thomas Stroppel', 'Artie Ahr', 'Amber Marie Bollinger']",Khalil Sullins,"['secret', 'telepathy', 'technology']","['Drama', 'Thriller', 'Science Fiction']"
2637,Felicia's Journey,"['Bob Hoskins', 'Elaine Cassidy', 'Arsinée Khanjian']",Atom Egoyan,"['suspense', 'series of murders']",['Drama']
2638,Metropolis,"['Brigitte Helm', 'Alfred Abel', 'Gustav Fröhlich']",Fritz Lang,"['man vs machine', 'underground world', 'inventor']","['Drama', 'Science Fiction']"
2639,District B13,"['David Belle', 'Cyril Raffaelli', ""Tony D'Amario""]",Pierre Morel,"['paris', 'bomb', 'vororte']","['Action', 'Thriller', 'Science Fiction']"
2640,Things to Do in Denver When You're Dead,"['Andy García', 'Christopher Lloyd', 'William Forsythe']",Gary Fleder,"['father son relationship', 'bounty hunter', 'boat']","['Drama', 'Crime']"
2641,The Assassin,"['Shu Qi', 'Chang Chen', 'Nikki Hsieh']",Hou Hsiao-hsien,"['assassin', 'tang dynasty', 'ancient china']","['Action', 'Drama', 'History']"
2642,Buffalo Soldiers,"['Joaquin Phoenix', 'Ed Harris', 'Scott Glenn']",Gregor Jordan,"['germany', 'corruption', 'sex']","['Drama', 'Comedy', 'War']"
2643,The Return,"['Vladimir Garin', 'Konstantin Lavronenko', 'Nataliya Vdovina']",Andrey Zvyagintsev,"['return', 'brother', 'heavy rain']","['Thriller', 'Drama', 'Mystery']"
2644,Ong Bak 2,"['Tony Jaa', 'Sarunyu Wongkrachang', 'Sorapong Chatree']",Tony Jaa,['sequel'],"['Adventure', 'Action', 'Thriller']"
2645,Centurion,"['Michael Fassbender', 'Olga Kurylenko', 'David Morrissey']",Neil Marshall,"['roman empire', 'ancient rome', 'ancient world']","['Adventure', 'Action', 'Drama']"
2646,Silent Trigger,"['Dolph Lundgren', 'Gina Bellman', 'Conrad Dunn']",Russell Mulcahy,[],"['Drama', 'Action', 'Thriller']"
2647,The Midnight Meat Train,"['Bradley Cooper', 'Vinnie Jones', 'Brooke Shields']",Ryûhei Kitamura,"['photographer', 'butcher', 'vegetarian']","['Mystery', 'Drama', 'Crime']"
2648,Winnie Mandela,"['Elias Koteas', 'Terrence Howard', 'Jennifer Hudson']",Darrell James Roodt,"['biography', 'nelson mandela']",['Drama']
2649,The Son of No One,"['Channing Tatum', 'Al Pacino', 'Juliette Binoche']",Dito Montiel,[],"['Drama', 'Thriller', 'Crime']"
2650,All The Queen's Men,"['Matt LeBlanc', 'Eddie Izzard', 'James Cosmo']",Stefan Ruzowitzky,"['transvestism', 'world war ii']","['Action', 'Comedy', 'Drama']"
2651,The Good Night,"['Penélope Cruz', 'Martin Freeman', 'Gwyneth Paltrow']",Jake Paltrow,"['dream', 'midlife crisis', 'lucid dreaming']","['Comedy', 'Drama', 'Romance']"
2652,Bathory: Countess of Blood,"['Anna Friel', 'Karel Roden', 'Hans Matheson']",Juraj Jakubisko,"['sex', 'legend', 'countess']","['Drama', 'Fantasy']"
2653,Khumba,"['Jake T. Austin', 'Liam Neeson', 'Steve Buscemi']",Anthony Silverston,"['3d', 'khumba']","['Animation', 'Adventure', 'Family']"
2654,Automata,"['Antonio Banderas', 'Birgitte Hjort Sørensen', 'Dylan McDermott']",Gabe Ibáñez,"['artificial intelligence', 'rain', 'future']","['Thriller', 'Science Fiction']"
2655,Dungeons & Dragons: Wrath of the Dragon God,"['Bruce Payne', 'Mark Dymond', 'Clemency Burton-Hill']",Gerry Lively,"['fighter', 'royalty', 'curse']","['Action', 'Adventure', 'Fantasy']"
2656,Chiamatemi Francesco - Il Papa della gente,"['Rodrigo de la Serna', 'Sergio Hernández', 'Àlex Brendemühl']",Daniele Luchetti,"['pope', 'biography']",['Drama']
2657,Shinjuku Incident,"['Jackie Chan', 'Naoto Takenaka', 'Daniel Wu']",Derek Yee Tung-Sing,"['drug stealing', 'yakluza', 'shinjuku']","['Drama', 'Action', 'Thriller']"
2658,Pandaemonium,"['Linus Roache', 'John Hannah', 'Samantha Morton']",Julien Temple,[],"['Drama', 'Foreign']"
2659,Groundhog Day,"['Bill Murray', 'Andie MacDowell', 'Chris Elliott']",Harold Ramis,"['deja vu', 'groundhog', 'weather forecast']","['Romance', 'Fantasy', 'Drama']"
2660,Magic Mike XXL,"['Channing Tatum', 'Matt Bomer', 'Joe Manganiello']",Gregory Jacobs,"['male friendship', 'strip club', 'road trip']","['Comedy', 'Drama', 'Music']"
2661,Romeo + Juliet,"['Leonardo DiCaprio', 'Claire Danes', 'John Leguizamo']",Baz Luhrmann,"['shakespeare', 'forbidden love', 'gun violence']","['Drama', 'Romance']"
2662,Sarah's Key,"['Kristin Scott Thomas', 'Niels Arestrup', 'Frédéric Pierrot']",Gilles Paquet-Brenner,[],"['Drama', 'War']"
2663,Freedom,"['Cuba Gooding Jr.', 'William Sadler', 'Sharon Leal']",Peter Cousens,"['ship', 'freedom', 'slave']",['Drama']
2664,Unforgiven,"['Clint Eastwood', 'Gene Hackman', 'Morgan Freeman']",Clint Eastwood,"['prostitute', 'sheriff', 'bounty']",['Western']
2665,Manderlay,"['Bryce Dallas Howard', 'Isaach De Bankolé', 'Danny Glover']",Lars von Trier,"['southern usa', 'slavery', 'duringcreditsstinger']",['Drama']
2666,Slumdog Millionaire,"['Dev Patel', 'Freida Pinto', 'Anil Kapoor']",Danny Boyle,"['slum', 'indian lead', 'cheating']","['Drama', 'Romance']"
2667,Fatal Attraction,"['Michael Douglas', 'Glenn Close', 'Anne Archer']",Adrian Lyne,"['sexual obsession', 'wife husband relationship', 'deceived wife']","['Drama', 'Romance', 'Thriller']"
2668,Pretty Woman,"['Julia Roberts', 'Richard Gere', 'Ralph Bellamy']",Garry Marshall,"['prostitute', 'capitalism', 'cinderella']","['Romance', 'Comedy']"
2669,Crocodile Dundee II,"['Paul Hogan', 'Linda Kozlowski', 'John Meillon']",John Cornell,"['new york', 'crocodile', 'australia']","['Adventure', 'Comedy']"
2670,Broken Horses,"['María Valverde', ""Vincent D'Onofrio"", 'Thomas Jane']",Vidhu Vinod Chopra,[],"['Thriller', 'Mystery', 'Drama']"
2671,Born on the Fourth of July,"['Tom Cruise', 'Raymond J. Barry', 'Caroline Kava']",Oliver Stone,"['vietnam veteran', 'post traumatic stress  disorder', 'bar']","['Drama', 'War']"
2672,Cool Runnings,"['Leon Robinson', 'Doug E. Doug', 'Rawle D. Lewis']",Jon Turteltaub,"['winter', 'trainer', 'olympic games']",['Comedy']
2673,My Bloody Valentine,"['Jensen Ackles', 'Jaime King', 'Kerr Smith']",Patrick Lussier,"['sheriff', 'miner', 'delusion']","['Mystery', 'Horror']"
2674,Stomp the Yard,"['Columbus Short', 'Meagan Good', 'Ne-Yo']",Sylvain White,"['love at first sight', 'loss of brother', 'breakdance']","['Drama', 'Music']"
2675,The Spy Who Loved Me,"['Roger Moore', 'Barbara Bach', 'Curd Jürgens']",Lewis Gilbert,"['london england', 'submarine', 'england']","['Adventure', 'Action', 'Thriller']"
2676,Urban Legend,"['Alicia Witt', 'Jared Leto', 'Rebecca Gayheart']",Jamie Blanks,"['college', 'murder', 'urban legend']","['Horror', 'Thriller']"
2677,Good Deeds,"['Tyler Perry', 'Phylicia Rashād', 'Thandie Newton']",Tyler Perry,"['african american', 'single mother', 'fiancé fiancée relationship']","['Comedy', 'Drama', 'Romance']"
2678,White Fang,"['Klaus Maria Brandauer', 'Ethan Hawke', 'Seymour Cassel']",Randal Kleiser,"['based on novel', 'gold', 'treasure']","['Action', 'Adventure', 'Drama']"
2679,Superstar,"['Molly Shannon', 'Will Ferrell', 'Elaine Hendrix']",Bruce McCulloch,[],"['Comedy', 'Family']"
2680,The Iron Lady,"['Meryl Streep', 'Anthony Stewart Head', 'Harry Lloyd']",Phyllida Lloyd,"['capitalism', 'prime minister', 'argentina']","['History', 'Drama']"
2681,Jonah: A VeggieTales Movie,"['Phil Vischer', 'Mike Nawrocki', 'Tim Hodge']",Phil Vischer,[],"['Action', 'Adventure', 'Animation']"
2682,Poetic Justice,"['Janet Jackson', 'Tupac Amaru Shakur', 'Regina King']",John Singleton,"['loss of lover', 'sadness', 'los angeles']","['Drama', 'Romance']"
2683,All About the Benjamins,"['Ice Cube', 'Mike Epps', 'Tommy Flanagan']",Kevin Bray,"['record store', 'sexuality', 'autograph']","['Action', 'Adventure', 'Comedy']"
2684,Vampire in Brooklyn,"['Eddie Murphy', 'Angela Bassett', 'Allen Payne']",Wes Craven,"['vampire', 'half vampire']","['Comedy', 'Horror', 'Romance']"
2685,Exorcist II: The Heretic,"['Linda Blair', 'Richard Burton', 'Louise Fletcher']",John Boorman,"['exorcism', 'examination', 'pact with the devil']","['Horror', 'Thriller', 'Fantasy']"
